key,page,page_link,english,translation,context,source_locations
fire-iq-tools-data-plotter.co2.7765f1ee,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,CO2,,input text,fire-iq/tools/data-plotter/index.html:128
fire-iq-tools-data-plotter.could.not.read.file.67c01653,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Could not read file,,JavaScript UI text,assets/js/viewers/fireiq-data-plotter.js:352
fire-iq-tools-data-plotter.data.plotter.controls.94159fdb,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Data plotter controls,,section[aria-label],fire-iq/tools/data-plotter/index.html:26
fire-iq-tools-data-plotter.elapsed.from.start.791ea68c,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Elapsed from start,,option text,fire-iq/tools/data-plotter/index.html:76
fire-iq-tools-data-plotter.elapsed.time.starts.the.recording.at.00.73e7dd27,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Elapsed time starts the recording at 00:00:00. Recorded date and time preserves the timestamps stored in the file.,,span[data-help],fire-iq/tools/data-plotter/index.html:74
fire-iq-tools-data-plotter.elapsed.time.alignment.51268339,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,elapsed-time alignment,,JavaScript UI text,assets/js/viewers/fireiq-data-plotter.js:1469
fire-iq-tools-data-plotter.export.graph.view.b4e3a4a1,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Export graph view,,section[aria-label],fire-iq/tools/data-plotter/index.html:195
fire-iq-tools-data-plotter.export.graph.view.png.e410cc01,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Export graph view PNG,,button text,fire-iq/tools/data-plotter/index.html:196
fire-iq-tools-data-plotter.figaro.2600.light.voc.778a44ac,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Figaro 2600 Light VOC,,JavaScript UI text,assets/js/viewers/fireiq-data-plotter.js:95
fire-iq-tools-data-plotter.figaro.2602.heavy.voc.54273be4,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Figaro 2602 Heavy VOC,,JavaScript UI text,assets/js/viewers/fireiq-data-plotter.js:96
fire-iq-tools-data-plotter.file.readout.166ae9e1,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,File readout,,section[aria-label],fire-iq/tools/data-plotter/index.html:88
fire-iq-tools-data-plotter.fire.iq.csv.charts.163fe7e2,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Fire-IQ CSV charts,,section[aria-label],fire-iq/tools/data-plotter/index.html:160
fire-iq-tools-data-plotter.fire.iq.data.plotter.73d68462,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Fire-IQ data plotter,,p text,fire-iq/tools/data-plotter/index.html:21
fire-iq-tools-data-plotter.fire.iq.data.plotter.haq.lab.pbl.6645d246,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Fire-IQ Data Plotter | HAQ Lab PBL,,title text,fire-iq/tools/data-plotter/index.html:6
fire-iq-tools-data-plotter.fire.iq.hub.f57b55fc,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Fire-IQ hub,,a text,fire-iq/tools/data-plotter/index.html:13
fire-iq-tools-data-plotter.haq.lab.pbl.ecd45bff,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,HAQ Lab PBL,,a text,fire-iq/tools/data-plotter/index.html:11
fire-iq-tools-data-plotter.haq.lab.university.of.colorado.dee0c56d,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,"HAQ Lab, University of Colorado",,span text,fire-iq/tools/data-plotter/index.html:201
fire-iq-tools-data-plotter.horizontal.zoom.help.96cb4fc2,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Horizontal zoom help,,span[aria-label],fire-iq/tools/data-plotter/index.html:81
fire-iq-tools-data-plotter.horizontal.zoom.abd40009,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Horizontal zoom:,,span text,fire-iq/tools/data-plotter/index.html:81
